알바명,알바설명,지역,지역세부,급여종류,금액,시간,주소
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",서울,용산구,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346760
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,경기,성남시,건별,1300000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97391830
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,서울,강남구,건별,1030000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97391821
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,서울,마포구,건별,1030000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97391822
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,경기,안양시,건별,1360000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97391823
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,서울,강서구,건별,1030000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97391820
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,서울,성북구,건별,1030000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97391825
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,서울,구로구,건별,1030000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97391824
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,경기,안산시,건별,1360000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97391829
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,서울,강북구,건별,1030000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97391827
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,서울,영등포구,건별,1030000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97391826
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,경기,군포시,건별,1360000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97391828
제이디리크루트,[ 통근버스 / 당일지급 /하루도가능] 생활용품 단순 포장 남/여알바모집,인천,미추홀구,일급,66800,09:30~18:30,http://www.alba.co.kr/job/Detail.asp?adid=97402869
월드기획,방청(행사)-tvn음악예능/노래가좋아/신서유기/토크쇼외방청및행사스텝모집,서울,전체,건별,20000,18:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97389136
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",서울,강북구,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346757
CJ - 굿윌아이엔씨(주),"[가산동/오전/일급,주급가능/월~토근무] 단순물류 장,단기 아르바이트모집",서울,관악구,시급,8590,07:00~12:00,http://www.alba.co.kr/job/Detail.asp?adid=97395348
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",서울,광진구,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346751
쿠팡 풀필먼트 서비스,[쿠팡 양산][일급지급] FC(물류업무) / HUB(상하차) 일용직 모집,경남,양산시,시급,8350,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97399164
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",서울,영등포구,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346747
아이디헤어미용실,롱 레이어드 커트 헤어모델 구합니다,경기,고양시,일급,30000,14:30~05:00,http://www.alba.co.kr/job/Detail.asp?adid=97423320
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",서울,종로구,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346738
(주)가람코스메틱,페이지제작.단상자 디자인.쇼핑몰관리 웹디자이너 단기알바 구합니다.,서울,전체,시급,9000,10:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97373662
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",서울,도봉구,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346730
(주)알파모델에이전시,"[주급/초보] 드라마 영화 CF (보조출연),(연기자)성인,청소년 大모집",서울,동작구,일급,120000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97346728
컴퓨터매니저,컴퓨터 설치 급구 알바,경북,구미시,시급,9000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97390108
굿윌아이엔씨(주),[바로출근/주급]쿠팡 지역 물류[울산1] 장기 사원모집,울산,중구,시급,9000,05:00~10:30,http://www.alba.co.kr/job/Detail.asp?adid=97403917
생각대로 화곡지사,"[월300 이상]강서구 배달대행/건당 1.5km기준 3,700원 타사비교불가",서울,강서구,일급,150000,11:00~23:00,http://www.alba.co.kr/job/Detail.asp?adid=96948905
케빈엔터테인먼트,"영어로 레크레이션 , 팀빌딩, 특강진행이 가능한 강사분 찾아요",서울,마포구,일급,200000,18:00~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97422925
유엔아이,12월14일 사무집기운반보조 당일지급 경력자 군필자 우대,부산,사상구,시급,8500,08:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97422827
잡크래커,12/16-18 평일알바] 남부터미널역 제품포장/검사/분류 단기알바 모집,서울,서초구,일급,68000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97397850
에브리데이 당동점 베이커리 매장,[행사 알바] 에브리데이 당동점 [베이커리 매장] 호두과자행사 알바 모집,경기,군포시,일급,81000,11:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97391431
조아한,"급구 단순포장작업 단기  당일 하루 알바 관심 있으신분을 모십니다(초보,문자",경기,고양시,시급,8350,09:30~18:30,http://www.alba.co.kr/job/Detail.asp?adid=97422472
중앙가이드,전화번호책자 사무실에 배포(식대지원),경기,안산시,일급,70000,08:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97422448
JY 서비스,내일 12월14일(토) 여의도사무실이사  보조알바구합니다.당일지급8만원,서울,영등포구,일급,80000,08:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97422404
비와이통운,15일 디지털미디어시티역  오전8시10분까지 오실분,서울,은평구,일급,70000,08:40~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97422340
제이비,"[공항알바,익일90,000원]주간/남사원/장,단기o/하루o/동반o/식대지급",인천,전체,일급,90000,11:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97390673
브라더한정식도시락 노원상계점,(12/26하루)도시락주방보조업무 오전6시부터오전11시30분까지 알바5명구함,서울,노원구,시급,8350,06:00~11:30,http://www.alba.co.kr/job/Detail.asp?adid=97422227
지금보고싶다,지금보고싶다 수유점 연말 새해맞이 알바 모집,서울,강북구,시급,9000,21:00~03:00,http://www.alba.co.kr/job/Detail.asp?adid=97421970
롯데마트 김포공항점,[단기/일급8만5천원]어린이날 장난감판매/3일간,서울,강서구,일급,85000,12:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97421898
롯데마트 수원점,[단기/일급8만5천원]어린이날 장난감판매/3일간,경기,수원시,일급,85000,12:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97421860
헤라클레스 미술학원,당일알바/ 단기알바/ 하루알바/ 두상모델/ 미술학원/ 방학알바/ 친구동반,서울,강남구,시급,8590,13:00~22:00,http://www.alba.co.kr/job/Detail.asp?adid=97421830
롯데몰 수지점,[단기/일급8만5천원]어린이날 장난감판매/3일간,경기,용인시,일급,85000,12:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97421812
롯데마트 서청주점,[단기/일급7만5원]어린이날 장난감판매/21일24일25일,충북,청주시,일급,75000,12:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97421790
아르비 수학에 빠지다,(학교앞 노트배포) (전단배포) 하실분 찾습니다. (시간요일 협의가능),부산,연제구,시급,10000,09:00~02:00,http://www.alba.co.kr/job/Detail.asp?adid=97421700
휴먼우리,12월16-19일 /하루알바/동탄 메타폴리스 의류매장/의류정리,경기,화성시,일급,70000,12:00~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97421634
김앤김콜센터,[단기알바 급구] 10시~ 18:00 시/오후 13시~18시 /시간협의가능,서울,은평구,시급,10020,09:00~06:00,http://www.alba.co.kr/job/Detail.asp?adid=97385202
(주)에르모어,온라인 쇼핑몰] 의류포장 및 진열,경기,용인시,시급,8350,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97421404
(주)후니드 / 미디어제작센터,SBS스포츠 볼링(용인) 중계보조스탭 모집(초보가능),경기,용인시,일급,62000,09:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97421397
부천삼성정형외과,전단지 부착 아르바이트,경기,부천시,시급,8350,09:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97420936
(주)윙스풋 멀티와이컨셉,동부산 멀티와이컨셉 직원 구인,부산,기장군,일급,70000,12:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97421221
르비제,현대백화점 충청점 당일 알바,충북,청주시,시급,8500,10:30~09:30,http://www.alba.co.kr/job/Detail.asp?adid=97401664
(주)유니오코리아,강남역 전단지 배포 알바 모집(시급 8600원),서울,강남구,시급,8600,11:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97420768
비와이통운,15일 미금역  오전8시10분까지 오실분,경기,성남시,일급,70000,08:40~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97421024
골목횟집,부송동 골목횟집에서 주방보조 구해요(외국인.숙식제공),전북,익산시,시급,8590,19:00~23:00,http://www.alba.co.kr/job/Detail.asp?adid=97420805
휴먼우리,주말알바/8만원 하남 스타필드/의류정리/하루알바가능/바로문자,경기,하남시,일급,80000,13:30~22:30,http://www.alba.co.kr/job/Detail.asp?adid=97420771
에스이벤트,12월 21일 강원도 동해 화장품매장 홍보 및 입점나래이션,강원,동해시,일급,100000,13:00~19:00,http://www.alba.co.kr/job/Detail.asp?adid=97420732
유승,사무집기운반 12월15일(일요일)~18일(수요일) 시청역 -공지사항필,서울,중구,일급,75000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97420681
(주)호텔농심,(주)호텔농심 더라운지 파트타임 모집,부산,동래구,시급,8500,10:00~16:00,http://www.alba.co.kr/job/Detail.asp?adid=97420367
엠폴햄물류센터,[일7만원/식사제공/곤지암/금요일지급] 의류포장 및 정리 여성 단기 알바,경기,광주시,일급,70000,10:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97420185
휴먼우리,주말알바/8만원 하남 스타필드/의류정리/하루알바가능/바로문자,경기,구리시,일급,80000,13:30~22:30,http://www.alba.co.kr/job/Detail.asp?adid=97420125
(주)토픽이미지스,"외국인 모델 단기 아르바이트 모집(시급 30,000원)",서울,전체,시급,30000,14:00~15:00,http://www.alba.co.kr/job/Detail.asp?adid=97396668
아이앤지유피플,"[시급8,500]/토/글래드마포/공덕역/뷔페서빙/경력자/야간수당추가지급",서울,마포구,시급,8500,14:00~23:00,http://www.alba.co.kr/job/Detail.asp?adid=97419645
데상트코리아(주),데상트코리아(DISC) 운동화 평가단 모집,부산,전체,시급,25000,10:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97419104
(주)가온데이터,[단순 비품 관리업무],경기,하남시,시급,12000,09:30~17:30,http://www.alba.co.kr/job/Detail.asp?adid=97419067
휴먼우리,12월14.15.17일 /하루알바/잠실역 롯데월드몰 의류매장/의류정리,서울,강동구,일급,70000,07:00~16:00,http://www.alba.co.kr/job/Detail.asp?adid=97418956
양정선공인중개사사무소,[마감]  단기알바모집,전북,전주시,시급,10000,11:00~14:00,http://www.alba.co.kr/job/Detail.asp?adid=97418827
쿠산코리아(주) 여주공장,"[시급 10,100원] 쿠산코리아(주) 여주공장 아르바이트 채용",경기,여주시,시급,10100,13:30~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97343372
쿠산코리아(주) 여주공장,"[시급 10,100원] 쿠산코리아(주) 여주공장 아르바이트 채용",경기,여주시,시급,10100,13:30~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97343374
쿠산코리아(주) 여주공장,"[시급 10,100원] 쿠산코리아(주) 여주공장 아르바이트 채용",경기,여주시,시급,10100,13:30~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97343375
쿠산코리아(주) 여주공장,"[시급 10,100원] 쿠산코리아(주) 여주공장 아르바이트 채용",경기,이천시,시급,10100,13:30~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97343376
쿠산코리아(주) 여주공장,"[시급 10,100원] 쿠산코리아(주) 여주공장 아르바이트 채용",경기,여주시,시급,10100,13:30~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97343373
쿠산코리아(주) 여주공장,"[시급 10,100원] 쿠산코리아(주) 여주공장 아르바이트 채용",경기,여주시,시급,10100,13:30~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97343380
쿠산코리아(주) 여주공장,"[시급 10,100원] 쿠산코리아(주) 여주공장 아르바이트 채용",경기,여주시,시급,10100,13:30~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97343378
쿠산코리아(주) 여주공장,"[시급 10,100원] 쿠산코리아(주) 여주공장 아르바이트 채용",경기,여주시,시급,10100,13:30~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97343379
쿠산코리아(주) 여주공장,"[시급 10,100원] 쿠산코리아(주) 여주공장 아르바이트 채용",경기,이천시,시급,10100,13:30~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97343377
쿠산코리아(주) 여주공장,"[시급 10,100원] 쿠산코리아(주) 여주공장 아르바이트 채용",경기,여주시,시급,10100,13:30~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97343381
한국방송공사,한국방송공사) KBS 전국노래자랑(안동) 중계보조,경북,안동시,시급,8350,08:00~16:00,http://www.alba.co.kr/job/Detail.asp?adid=97418435
지앤에이치컴퍼니,이마트파주점 크리스마스케 단기아르바이트모집,경기,파주시,시급,8350,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97418423
농업회사법인이환푸드,식품포장단기알바,경북,경산시,일급,65000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97418317
(주)팜인스킨,(주)팜인스킨에서 성실한 생산직 사원을 모집합니다(생산/포장/검수-초보가능),경기,하남시,시급,8590,08:30~05:30,http://www.alba.co.kr/job/Detail.asp?adid=97418271
wmcorporation,단순 주방  알바구합니다,전북,전주시,시급,10000,17:00~03:00,http://www.alba.co.kr/job/Detail.asp?adid=97418196
태평휴먼서비스,[동춘역 도보5분][분위기乃] 화장품 포장업무 단기 아르바이트 직원 모집,인천,전체,시급,8350,08:30~17:30,http://www.alba.co.kr/job/Detail.asp?adid=97418128
(주)에덴글라스,"18,20 수,금하루알바모집합니다.문자지원주세요",경기,김포시,시급,8500,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97418065
hoho 호호,점심알바 구함,서울,중구,시급,8590,10:30~14:00,http://www.alba.co.kr/job/Detail.asp?adid=97417987
은평구립도서관,주방보조 구인,서울,은평구,시급,9000,10:00~14:00,http://www.alba.co.kr/job/Detail.asp?adid=97417940
쿠킹아카데미,요리학원 수업 보조강사,전남,순천시,시급,8350,08:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97417900
